825.13,674.65,1
662.96,39.99,2
274.73,556.63,1
733.57,502.39,1
178.28,622.48,1
391.49,64.19,2
168.59,410.44,1
640.55,330.19,2
995.13,411.36,1
709.04,121.68,2
937.9,322.05,1
992.88,66.56,2
63.92,118.07,2
249.66,161.75,2
901.35,426.84,1
432.16,510.72,1
161.98,234.5,2
662.08,466.75,1
874.2,692.07,1
612.4,187.74,2
321.25,452.92,1
473.66,779.69,1
371.87,126.36,2
857.07,188.75,2
56.03,156.7,2
276.44,82.75,2
941.63,217.14,2
514.04,715.75,1
220.04,653.88,1
639.59,735.95,1
270.86,43.62,2
512.9,673.33,1
979.47,118.1,2
979.24,742.17,1
677.06,139.64,2
480.38,18.85,2
335.86,425.58,1
377.18,429.05,1
368.4,461.15,1
973.11,540.51,1
